timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1752961673729,102,Get Seat Map By ID,200,OK,Moderate Load Test 1-12,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,102,0,0
1752961673831,192,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-12,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,192,0,0
1752961674149,404,Login Request,200,OK,Moderate Load Test 1-13,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,404,0,2
1752961674554,100,Get All Events,200,OK,Moderate Load Test 1-13,text,true,,2825,392,1,1,http://localhost:8080/api/events,100,0,0
1752961674654,98,Get User Info,200,OK,Moderate Load Test 1-13,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,98,0,0
1752961674752,102,Get My Bookings,200,OK,Moderate Load Test 1-13,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,102,0,0
1752961674854,100,Get Event Details By ID,200,OK,Moderate Load Test 1-13,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,100,0,0
1752961674954,100,Get Seat Map By ID,200,OK,Moderate Load Test 1-13,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,100,0,0
1752961675054,195,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-13,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,195,0,0
1752961675349,391,Login Request,200,OK,Moderate Load Test 1-14,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,391,0,1
1752961675740,100,Get All Events,200,OK,Moderate Load Test 1-14,text,true,,2825,392,1,1,http://localhost:8080/api/events,100,0,0
1752961675840,103,Get User Info,200,OK,Moderate Load Test 1-14,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,103,0,0
1752961675943,99,Get My Bookings,200,OK,Moderate Load Test 1-14,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,99,0,0
1752961676043,101,Get Event Details By ID,200,OK,Moderate Load Test 1-14,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,101,0,0
1752961676144,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-14,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,101,0,0
1752961676246,198,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-14,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,198,0,0
1752961676549,402,Login Request,200,OK,Moderate Load Test 1-15,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,402,0,1
1752961676951,98,Get All Events,200,OK,Moderate Load Test 1-15,text,true,,2825,392,1,1,http://localhost:8080/api/events,98,0,0
1752961677050,100,Get User Info,200,OK,Moderate Load Test 1-15,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,100,0,0
1752961677151,101,Get My Bookings,200,OK,Moderate Load Test 1-15,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,101,0,0
1752961677252,101,Get Event Details By ID,200,OK,Moderate Load Test 1-15,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,101,0,0
1752961677354,102,Get Seat Map By ID,200,OK,Moderate Load Test 1-15,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,102,0,0
1752961677456,192,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-15,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,192,0,0
1752961677748,373,Login Request,200,OK,Moderate Load Test 1-16,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,373,0,0
1752961678121,99,Get All Events,200,OK,Moderate Load Test 1-16,text,true,,2825,392,1,1,http://localhost:8080/api/events,99,0,0
1752961678220,106,Get User Info,200,OK,Moderate Load Test 1-16,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,106,0,0
1752961678326,102,Get My Bookings,200,OK,Moderate Load Test 1-16,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,102,0,0
1752961678428,102,Get Event Details By ID,200,OK,Moderate Load Test 1-16,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,102,0,0
1752961678530,103,Get Seat Map By ID,200,OK,Moderate Load Test 1-16,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,103,0,0
1752961678633,195,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-16,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,195,0,0
1752961678948,347,Login Request,200,OK,Moderate Load Test 1-17,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,347,0,1
1752961679295,100,Get All Events,200,OK,Moderate Load Test 1-17,text,true,,2825,392,1,1,http://localhost:8080/api/events,100,0,0
1752961679396,100,Get User Info,200,OK,Moderate Load Test 1-17,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,100,0,0
1752961679497,100,Get My Bookings,200,OK,Moderate Load Test 1-17,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,100,0,0
1752961679597,104,Get Event Details By ID,200,OK,Moderate Load Test 1-17,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,104,0,0
1752961679701,97,Get Seat Map By ID,200,OK,Moderate Load Test 1-17,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,97,0,0
1752961679799,196,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-17,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,196,0,0
1752961680149,430,Login Request,200,OK,Moderate Load Test 1-18,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,430,0,2
1752961680579,97,Get All Events,200,OK,Moderate Load Test 1-18,text,true,,2825,392,1,1,http://localhost:8080/api/events,97,0,0
1752961680676,101,Get User Info,200,OK,Moderate Load Test 1-18,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,101,0,0
1752961680777,103,Get My Bookings,200,OK,Moderate Load Test 1-18,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,103,0,0
1752961680880,97,Get Event Details By ID,200,OK,Moderate Load Test 1-18,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,97,0,0
1752961680977,100,Get Seat Map By ID,200,OK,Moderate Load Test 1-18,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,100,0,0
1752961681077,193,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-18,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,193,0,0
1752961681347,400,Login Request,200,OK,Moderate Load Test 1-19,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,400,0,1
1752961681747,101,Get All Events,200,OK,Moderate Load Test 1-19,text,true,,2825,392,1,1,http://localhost:8080/api/events,101,0,0
